| Label,Description,Variable,Summary Type,Factor,Weight,Condition
ttl_mcare_pta_exempt,Number of Part A Enrollees Exempt (Millions),weight,sum,1,0.000001, ldied==0 & mcare_pta_enroll==1 & poverty_level <= premium_exemption(year)
ttl_mcare_pta_exempt5564,Population in Part A Ages 55-64,weight,sum,0.000001,1, ldied==0 & 55 <= age & age < 65 & mcare_pta_enroll==1 & poverty_level <= premium_exemption(year)
ttl_mcare_pta_exempt6569,Population in Part A Ages 65-69,weight,sum,0.000001,1, ldied==0 & 65 <= age & age < 70 & mcare_pta_enroll==1 & poverty_level <= premium_exemption(year)
ttl_mcare_pta_exempt7074,Population in Part A Ages 70-74,weight,sum,0.000001,1, ldied==0 & 70 <= age & age < 74 & mcare_pta_enroll==1 & poverty_level <= premium_exemption(year)
ttl_mcare_pta_exempt7579,Population in Part A Ages 75-79,weight,sum,0.000001,1, ldied==0 & 75 <= age & age < 80 & mcare_pta_enroll==1 & poverty_level <= premium_exemption(year)
ttl_mcare_pta_exempt80pp,Population in Part A Ages 80+,  weight,sum,0.000001,1, ldied==0 & 80 <= age            & mcare_pta_enroll==1 & poverty_level <= premium_exemption(year)
ttl_mcare_ptb_exempt,Number of Part B Enrollees Exempt (Millions),weight,sum,1,0.000001,ldied==0 & mcare_ptb_enroll==1 & poverty_level <= premium_exemption(year)
magi,Mean MAGI,magi,mean,1,weight,ldied==0 & medicare_elig==1
ry_earn,Mean Yearly Earnings,ry_earn,mean,1,weight,ldied==0
ssben,Mean SS Benefit,ssben,mean,1,weight,ldied==0
diben,Mean DI Benefit,diben,mean,1,weight,ldied==0
ssiben,Mean SSI Benefit,ssiben,mean,1,weight,ldied==0
dbpen,Mean DB Pension,dbpen,mean,1,weight,ldied==0
hicap,Mean Capital Income,hicap,mean,1,weight,ldied==0
gross,Mean Gross Income,gross,mean,1,weight,ldied==0
net,Mean Net Income,net,mean,1,weight,ldied==0 & medicare_elig==1
hatota,Mean Household Wealth,hatota,mean,1000,weight,ldied==0
ttl_caidmd,Total Medicaid Spending (Billions),caidmd,sum,0.000000001,weight,ldied==0
ttl_ssben,Total SS Benefits Paid (Billions),ssben,sum,0.000000001,weight,ldied==0
ttl_ssiben,Total SSI Benefits Paid (Billions),ssiben,sum,0.000000001,weight,ldied==0
ttl_diben,Total SSDI Benefits Paid (Billions),diben,sum,0.000000001,weight,ldied==0
lloghatotax,Mean Lag of Transformed HaToTaX,lloghatotax,mean,1,weight,ldied==0
ry_earn_mcare,Mean Yearly Earnings for Medicare Eligible,ry_earn,mean,1,weight,ldied==0 & medicare_elig==1
ssben_mcare,Mean SS Benefit for Medicare Eligible,ssben,mean,1,weight,ldied==0 & medicare_elig==1
diben_mcare,Mean DI Benefit for Medicare Eligible,diben,mean,1,weight,ldied==0 & medicare_elig==1
ssiben_mcare,Mean SSI Benefit for Medicare Eligible,ssiben,mean,1,weight,ldied==0 & medicare_elig==1
dbpen_mcare,Mean DB Pension for Medicare Eligible,dbpen,mean,1,weight,ldied==0 & medicare_elig==1
gross_mcare,Mean Gross Income for Medicare Eligible,gross,mean,1,weight,ldied==0 & medicare_elig==1
hicap_mcare,Mean Capital Income for Medicare Eligible,hicap,mean,1,weight,ldied==0 & medicare_elig==1
hatota_mcare,Mean Household Wealth for Medicare Eligible,hatota,mean,1000,weight,ldied==0 & medicare_elig==1
lloghatotax_mcare,Mean Lag of Transformed HaToTaX for Medicare Eligible,lloghatotax,mean,1,weight,ldied==0 & medicare_elig==1
quantile_010_magi_6569,Quantile-0.10 Income Ages 65-69,magi,quantile-0.10,1,weight,ldied==0 & 65 <= age & age < 70
quantile_010_magi_7074,Quantile-0.10 Income Ages 70-74,magi,quantile-0.10,1,weight,ldied==0 & 70 <= age & age < 75
quantile_010_magi_7579,Quantile-0.10 Income Ages 75-79,magi,quantile-0.10,1,weight,ldied==0 & 75 <= age & age < 80
quantile_010_magi_8084,Quantile-0.10 Income Ages 80-84,magi,quantile-0.10,1,weight,ldied==0 & 80 <= age & age < 85
quantile_010_magi_85,quantile-0.10 Income Ages 85+,magi,quantile-0.10,1,weight,ldied==0 & 85 <= age
quantile_010_ry_earn_7579,quantile-0.10 Yearly Earning Ages 75-79,ry_earn,quantile-0.10,1,weight,ldied==0 & 75 <= age & age < 80
quantile_010_ssben_7579,quantile-0.10 SS Benefit Ages 75-79,ssben,quantile-0.10,1,weight,ldied==0 & 75 <= age & age < 80
quantile_010_diben_7579,quantile-0.10 Disability Benefit Ages 75-79,diben,quantile-0.10,1,weight,ldied==0 & 75 <= age & age < 80
quantile_010_dbpen_7579,quantile-0.10 Defined Benefit Pension Ages 75-79,dbpen,quantile-0.10,1,weight,ldied==0 & 75 <= age & age < 80
quantile_010_ssiben_7579,quantile-0.10 SSI Benefit Ages 75-79,ssiben,quantile-0.10,1,weight,ldied==0 & 75 <= age & age < 80
quantile_010_hicap_7579,quantile-0.10 Capital Income Ages 75-79,hicap,quantile-0.10,1,weight,ldied==0 & 75 <= age & age < 80
fraction_hicap_nonzero_7579,Fraction with HiCap Nonzero Ages 75-79,hicap_nonzero,mean,1,weight,ldied==0 & 75 <= age & age < 80
mean_hicap_7579,Mean HiCap Ages 75-79,hicap,mean,1,weight,ldied==0 & 75 <= age < 80
quantile_010_gross_7579,quantile-0.10 Gross Income Ages 75-79,gross,quantile-0.10,1,weight,ldied==0 & 75 <= age & age < 80
quantile_010_hatota_7579,quantile-0.10 Household Wealth Ages 75-79,hatota,quantile-0.10,1000,weight,ldied==0 & 75 <= age & age < 80
quantile_025_gross,quantile-0.25 Gross Income,gross,quantile-0.25,1,weight,ldied==0 & medicare_elig==1
quantile_025_hicap,quantile-0.25 Capital Income,hicap,quantile-0.25,1,weight,ldied==0 & medicare_elig==1
fraction_wlth_nonzero_5059,Fraction with HaToTa Nonzero Ages 50-59,wlth_nonzero,mean,1,weight,ldied==0 & 50 <= age & age < 60
fraction_wlth_nonzero_6064,Fraction with HaToTa Nonzero Ages 60-64,wlth_nonzero,mean,1,weight,ldied==0 & 60 <= age & age < 65
fraction_wlth_nonzero_6569,Fraction with HaToTa Nonzero Ages 65-69,wlth_nonzero,mean,1,weight,ldied==0 & 65 <= age & age < 70
fraction_wlth_nonzero_7074,Fraction with HaToTa Nonzero Ages 70-74,wlth_nonzero,mean,1,weight,ldied==0 & 70 <= age & age < 75
fraction_wlth_nonzero_7579,Fraction with HaToTa Nonzero Ages 75-79,wlth_nonzero,mean,1,weight,ldied==0 & 75 <= age & age < 80
fraction_wlth_nonzero_80,Fraction with HaToTa Nonzero Ages 80 plus,wlth_nonzero,mean,1,weight,ldied==0 & 80 <= age
ptb_premium_25,Part B Premium Paid First Quartile,mcare_ptb_premium,quantile-0.25,1,weight, ldied==0 & mcare_ptb_enroll==1
income_band0,Eligible for Medicaid,weight,sum,1,0.000001, ldied==0 & income_band==0 & age >= 65
income_band1,Income Above Medicaid below $87k,weight,sum,1,0.000001,ldied==0 & income_band==1 & age >= 65
income_band2,Income from $87k to $107k,weight,sum,1,0.000001,ldied==0 & income_band==2 & age >= 65
income_band3,Income from $107k to $160k,weight,sum,1,0.000001,ldied==0 & income_band==3 & age >= 65
income_band4,Income from $160k to $214k,weight,sum,1,0.000001,ldied==0 & income_band==4 & age >= 65
income_band5,Income above $214k,weight,sum,1,0.000001,ldied==0 & income_band==5 & age >= 65
fraction_hicap_nonzero_5059,Fraction with Hicap Nonzero Ages 50-59,hicap_nonzero,mean,1,weight,ldied==0 & 50 <= age & age < 60
fraction_hicap_nonzero_6064,Fraction with Hicap Nonzero Ages 60-64,hicap_nonzero,mean,1,weight,ldied==0 & 60 <= age & age < 65
fraction_hicap_nonzero_6569,Fraction with Hicap Nonzero Ages 65-69,hicap_nonzero,mean,1,weight,ldied==0 & 65 <= age & age < 70
fraction_hicap_nonzero_7074,Fraction with Hicap Nonzero Ages 70-74,hicap_nonzero,mean,1,weight,ldied==0 & 70 <= age & age < 75
fraction_hicap_nonzero_7576,Fraction with Hicap Nonzero Ages 75-79,hicap_nonzero,mean,1,weight,ldied==0 & 75 <= age & age < 76
fraction_hicap_nonzero_7677,Fraction with Hicap Nonzero Ages 75-79,hicap_nonzero,mean,1,weight,ldied==0 & 76 <= age & age < 77
fraction_hicap_nonzero_7778,Fraction with Hicap Nonzero Ages 75-79,hicap_nonzero,mean,1,weight,ldied==0 & 77 <= age & age < 78
fraction_hicap_nonzero_7879,Fraction with Hicap Nonzero Ages 75-79,hicap_nonzero,mean,1,weight,ldied==0 & 78 <= age & age < 79
fraction_hicap_nonzero_7980,Fraction with Hicap Nonzero Ages 75-79,hicap_nonzero,mean,1,weight,ldied==0 & 79 <= age & age < 80
fraction_hicap_nonzero_80,Fraction with Hicap Nonzero Ages 80 plus,hicap_nonzero,mean,1,weight,ldied==0 & 80 <= age
ttl_mcare_pta_subsidy,Total Medicare Part A Subsidy (Billions),mcare_pta_subsidy,sum,0.000000001,weight,ldied==0
ttl_mcare_ptb_subsidy,Total Medicare Part B Subsidy (Billions),mcare_ptb_subsidy,sum,0.000000001,weight,ldied==0
