| Label,Description,Variable,Summary Type,Factor,Weight,Condition
p_diclaim_all,Prevalence of diclaim: Sample= all,diclaim,mean,1,weight,l2died==0
p_diclaim_65p,Prevalence of diclaim: Sample= age 65 plus,diclaim,mean,1,weight,l2died==0& age >= 65
p_diclaim_m,Prevalence of diclaim: Sample= male,diclaim,mean,1,weight,l2died==0& male == 1
p_diclaim_f,Prevalence of diclaim: Sample= female,diclaim,mean,1,weight,l2died==0& male == 0
p_diclaim_55p_m_l,Prevalence of diclaim: Sample= male age 55 plus living,diclaim,mean,1,weight,l2died==0& age >= 55 & male == 1 & died == 0
p_diclaim_55p_f_l,Prevalence of diclaim: Sample= female age 55 plus living,diclaim,mean,1,weight,l2died==0& age >= 55 & male == 0 & died == 0
p_ssclaim_all,Prevalence of ssclaim: Sample= all,ssclaim,mean,1,weight,l2died==0
p_ssclaim_65p,Prevalence of ssclaim: Sample= age 65 plus,ssclaim,mean,1,weight,l2died==0& age >= 65
p_ssclaim_m,Prevalence of ssclaim: Sample= male,ssclaim,mean,1,weight,l2died==0& male == 1
p_ssclaim_f,Prevalence of ssclaim: Sample= female,ssclaim,mean,1,weight,l2died==0& male == 0
p_ssclaim_55p_m_l,Prevalence of ssclaim: Sample= male age 55 plus living,ssclaim,mean,1,weight,l2died==0& age >= 55 & male == 1 & died == 0
p_ssclaim_55p_f_l,Prevalence of ssclaim: Sample= female age 55 plus living,ssclaim,mean,1,weight,l2died==0& age >= 55 & male == 0 & died == 0
p_ssiclaim_all,Prevalence of ssiclaim: Sample= all,ssiclaim,mean,1,weight,l2died==0
p_ssiclaim_65p,Prevalence of ssiclaim: Sample= age 65 plus,ssiclaim,mean,1,weight,l2died==0& age >= 65
p_ssiclaim_m,Prevalence of ssiclaim: Sample= male,ssiclaim,mean,1,weight,l2died==0& male == 1
p_ssiclaim_f,Prevalence of ssiclaim: Sample= female,ssiclaim,mean,1,weight,l2died==0& male == 0
p_ssiclaim_55p_m_l,Prevalence of ssiclaim: Sample= male age 55 plus living,ssiclaim,mean,1,weight,l2died==0& age >= 55 & male == 1 & died == 0
p_ssiclaim_55p_f_l,Prevalence of ssiclaim: Sample= female age 55 plus living,ssiclaim,mean,1,weight,l2died==0& age >= 55 & male == 0 & died == 0
p_work_all,Prevalence of work: Sample= all,work,mean,1,weight,l2died==0
p_work_65p,Prevalence of work: Sample= age 65 plus,work,mean,1,weight,l2died==0& age >= 65
p_work_m,Prevalence of work: Sample= male,work,mean,1,weight,l2died==0& male == 1
p_work_f,Prevalence of work: Sample= female,work,mean,1,weight,l2died==0& male == 0
p_work_55p_m_l,Prevalence of work: Sample= male age 55 plus living,work,mean,1,weight,l2died==0& age >= 55 & male == 1 & died == 0
p_work_55p_f_l,Prevalence of work: Sample= female age 55 plus living,work,mean,1,weight,l2died==0& age >= 55 & male == 0 & died == 0
a_bmi_all,Average of bmi: Sample= all,bmi,mean,1,weight,l2died==0
a_bmi_65p,Average of bmi: Sample= age 65 plus,bmi,mean,1,weight,l2died==0& age >= 65
a_bmi_m,Average of bmi: Sample= male,bmi,mean,1,weight,l2died==0& male == 1
a_bmi_f,Average of bmi: Sample= female,bmi,mean,1,weight,l2died==0& male == 0
a_bmi_55p_m_l,Average of bmi: Sample= male age 55 plus living,bmi,mean,1,weight,l2died==0& age >= 55 & male == 1 & died == 0
a_bmi_55p_f_l,Average of bmi: Sample= female age 55 plus living,bmi,mean,1,weight,l2died==0& age >= 55 & male == 0 & died == 0
p_anyadl_all,Prevalence of anyadl: Sample= all,anyadl,mean,1,weight,l2died==0
p_anyadl_65p,Prevalence of anyadl: Sample= age 65 plus,anyadl,mean,1,weight,l2died==0& age >= 65
p_anyadl_m,Prevalence of anyadl: Sample= male,anyadl,mean,1,weight,l2died==0& male == 1
p_anyadl_f,Prevalence of anyadl: Sample= female,anyadl,mean,1,weight,l2died==0& male == 0
p_anyadl_55p_m_l,Prevalence of anyadl: Sample= male age 55 plus living,anyadl,mean,1,weight,l2died==0& age >= 55 & male == 1 & died == 0
p_anyadl_55p_f_l,Prevalence of anyadl: Sample= female age 55 plus living,anyadl,mean,1,weight,l2died==0& age >= 55 & male == 0 & died == 0
p_adl3p_all,Prevalence of adl3p: Sample= all,adl3p,mean,1,weight,l2died==0
p_adl3p_65p,Prevalence of adl3p: Sample= age 65 plus,adl3p,mean,1,weight,l2died==0& age >= 65
p_adl3p_m,Prevalence of adl3p: Sample= male,adl3p,mean,1,weight,l2died==0& male == 1
p_adl3p_f,Prevalence of adl3p: Sample= female,adl3p,mean,1,weight,l2died==0& male == 0
p_adl3p_55p_m_l,Prevalence of adl3p: Sample= male age 55 plus living,adl3p,mean,1,weight,l2died==0& age >= 55 & male == 1 & died == 0
p_adl3p_55p_f_l,Prevalence of adl3p: Sample= female age 55 plus living,adl3p,mean,1,weight,l2died==0& age >= 55 & male == 0 & died == 0
p_anyiadl_all,Prevalence of anyiadl: Sample= all,anyiadl,mean,1,weight,l2died==0
p_anyiadl_65p,Prevalence of anyiadl: Sample= age 65 plus,anyiadl,mean,1,weight,l2died==0& age >= 65
p_anyiadl_m,Prevalence of anyiadl: Sample= male,anyiadl,mean,1,weight,l2died==0& male == 1
p_anyiadl_f,Prevalence of anyiadl: Sample= female,anyiadl,mean,1,weight,l2died==0& male == 0
p_anyiadl_55p_m_l,Prevalence of anyiadl: Sample= male age 55 plus living,anyiadl,mean,1,weight,l2died==0& age >= 55 & male == 1 & died == 0
p_anyiadl_55p_f_l,Prevalence of anyiadl: Sample= female age 55 plus living,anyiadl,mean,1,weight,l2died==0& age >= 55 & male == 0 & died == 0
p_iadl2p_all,Prevalence of iadl2p: Sample= all,iadl2p,mean,1,weight,l2died==0
p_iadl2p_65p,Prevalence of iadl2p: Sample= age 65 plus,iadl2p,mean,1,weight,l2died==0& age >= 65
p_iadl2p_m,Prevalence of iadl2p: Sample= male,iadl2p,mean,1,weight,l2died==0& male == 1
p_iadl2p_f,Prevalence of iadl2p: Sample= female,iadl2p,mean,1,weight,l2died==0& male == 0
p_iadl2p_55p_m_l,Prevalence of iadl2p: Sample= male age 55 plus living,iadl2p,mean,1,weight,l2died==0& age >= 55 & male == 1 & died == 0
p_iadl2p_55p_f_l,Prevalence of iadl2p: Sample= female age 55 plus living,iadl2p,mean,1,weight,l2died==0& age >= 55 & male == 0 & died == 0
p_disabled_all,Prevalence of disabled: Sample= all,disabled,mean,1,weight,l2died==0
p_disabled_65p,Prevalence of disabled: Sample= age 65 plus,disabled,mean,1,weight,l2died==0& age >= 65
p_disabled_m,Prevalence of disabled: Sample= male,disabled,mean,1,weight,l2died==0& male == 1
p_disabled_f,Prevalence of disabled: Sample= female,disabled,mean,1,weight,l2died==0& male == 0
p_disabled_55p_m_l,Prevalence of disabled: Sample= male age 55 plus living,disabled,mean,1,weight,l2died==0& age >= 55 & male == 1 & died == 0
p_disabled_55p_f_l,Prevalence of disabled: Sample= female age 55 plus living,disabled,mean,1,weight,l2died==0& age >= 55 & male == 0 & died == 0
